epoch,lr,phase,train_acc,train_loss,val_acc,val_loss,val_macro_f1
1,,frozen,0.12658959537572254,3.0930336276919856,0.3305555582046509,2.8768872049119736,0.21782769863895785
2,,frozen,0.23410404624277456,2.789614885253024,0.41111111640930176,2.7562095112270777,0.30090240187547007
1,5.987922881985718e-05,finetune,0.24046242774566473,2.539332139560942,0.4749999940395355,2.123526117536757,0.37021712453583583
2,5.9517887657958896e-05,finetune,0.3583815028901734,2.213567988445304,0.550000011920929,1.8818125989702013,0.49760544070823004
3,5.891888582087561e-05,finetune,0.3919075144508671,2.1177595954409916,0.6000000238418579,1.7721690893173219,0.5681182572381087
4,5.808704611919213e-05,finetune,0.5150289017341041,2.0406599105438055,0.625,1.6986845069461398,0.5873838133591558
5,5.702906603707259e-05,finetune,0.4682080924855491,1.9737661389257177,0.6305555701255798,1.6468869924545289,0.6087877659806573
6,5.5753463808056e-05,finetune,0.4554913294797688,1.9143573953926218,0.6416666507720947,1.6238947497473823,0.6077361893578235
7,5.427050983124844e-05,finetune,0.5549132947976878,1.84731141487298,0.6499999761581421,1.5923316107855903,0.6161740277745212
8,5.259214398010835e-05,finetune,0.5329479768786127,1.7966789942945358,0.6472222208976746,1.5616601520114475,0.6185376196316059
9,5.073187946960596e-05,finetune,0.530635838150289,1.8201969124678243,0.6527777910232544,1.5264414866765341,0.6314310894929557
10,4.870469405576203e-05,finetune,0.5427745664739885,1.6638399481084305,0.6555555462837219,1.524205626381768,0.6249191889545563
11,4.6526909443563095e-05,finetune,0.5473988439306359,1.636638421681575,0.675000011920929,1.5120717472500271,0.6562218212210422
12,4.421605987418998e-05,finetune,0.5734104046242775,1.6993506707208006,0.6583333611488342,1.554949418703715,0.6335495803182563
13,4.179075094961773e-05,finetune,0.5450867052023122,1.6568771753697038,0.6611111164093018,1.5269295401043361,0.6343699803265751
14,3.9270509831248435e-05,finetune,0.5202312138728323,1.517055564395265,0.6666666865348816,1.5397251976860895,0.6492922147585792
