epoch,lr,phase,train_acc,train_loss,val_acc,val_loss,val_macro_f1
1,,frozen,0.14739884393063585,3.127898519438815,0.3194444477558136,2.9488771650526258,0.196068701399078
1,3.9938346674662565e-05,finetune,0.2502890173410405,2.8141539967818066,0.39722222089767456,2.6183332125345866,0.2840626053930309
2,3.9753766811902756e-05,finetune,0.27572254335260116,2.52055213795921,0.4138889014720917,2.1850854131910538,0.3009901223071831
3,3.944739840795353e-05,finetune,0.33872832369942196,2.4294710528643835,0.48055556416511536,2.0224172433217364,0.3834419263657219
4,3.902113032590307e-05,finetune,0.36878612716763004,2.226915770734666,0.5388888716697693,1.8803572283850776,0.4773493378621558
5,3.847759065022573e-05,finetune,0.3815028901734104,2.2603078781524832,0.5888888835906982,1.8095175054338244,0.5456534511910393
6,3.7820130483767346e-05,finetune,0.42658959537572255,2.058794225295844,0.5972222089767456,1.6950586716334024,0.5683754352843436
7,3.7052803287081835e-05,finetune,0.41098265895953756,2.037560449721496,0.625,1.6747046815024482,0.5924928734038021
8,3.618033988749894e-05,finetune,0.4595375722543353,1.919363799398345,0.625,1.6084136327107748,0.6015243128435415
9,3.520811931200061e-05,finetune,0.45375722543352603,1.9681178354803537,0.6416666507720947,1.6293811082839966,0.6142834579917069
10,3.414213562373094e-05,finetune,0.43583815028901735,1.9203704122863063,0.6472222208976746,1.5559930854373507,0.6208564621049687
11,3.298896096660367e-05,finetune,0.5265895953757226,1.9400063263887615,0.6527777910232544,1.58852379322052,0.6255967717435564
12,3.175570504584946e-05,finetune,0.5052023121387283,1.8972935607667603,0.6499999761581421,1.5227285703023274,0.629828659098442
13,3.044997129431897e-05,finetune,0.5034682080924856,1.8291381924138592,0.644444465637207,1.5607667605082194,0.6221128660691241
14,2.907980999479093e-05,finetune,0.46936416184971097,1.7799595129972248,0.6555555462837219,1.53794830110338,0.6277260211430035
15,2.765366864730179e-05,finetune,0.5595375722543353,1.6922677064906655,0.6583333611488342,1.523465747303433,0.6356377753138249
16,2.6180339887498944e-05,finetune,0.5433526011560693,1.7158559333382315,0.6638888716697693,1.5253017796410455,0.6404880192307262
17,2.4668907277118107e-05,finetune,0.507514450867052,1.6329642797481119,0.644444465637207,1.514217087957594,0.6286522145456983
18,2.3128689300804616e-05,finetune,0.5526011560693641,1.7487169976868382,0.6555555462837219,1.4923086802164713,0.6327163038498161
19,2.1569181914556897e-05,finetune,0.5398843930635838,1.7850183503476182,0.6722221970558167,1.5146339654922485,0.6534899911653825
20,1.9999999999999998e-05,finetune,0.46705202312138727,1.625896799771083,0.6638888716697693,1.5097054031160142,0.641584820835276
21,1.8430818085443102e-05,finetune,0.5566473988439307,1.6106517948856243,0.675000011920929,1.4966636949115328,0.6511444916061156
22,1.6871310699195387e-05,finetune,0.5265895953757226,1.6503574685554283,0.6638888716697693,1.5171751234266493,0.6468428061231685
