epoch,lr,phase,train_acc,train_loss,val_acc,val_loss,val_macro_f1
1,,frozen,0.13179190751445086,3.190660143174188,0.1944444477558136,3.0732883665296766,0.08650814833908836
2,,frozen,0.2329479768786127,2.9538363908756673,0.28611111640930176,2.9465761926439074,0.14725851293390788
1,0.0007950753362380551,finetune,0.29653179190751444,2.7478306026127988,0.32499998807907104,2.705959023369683,0.18409670683539517
2,0.0007804226065180615,finetune,0.369364161849711,2.533124145055782,0.3916666805744171,2.494123559527927,0.25030037277110967
3,0.0007564026096753472,finetune,0.40404624277456647,2.335702257211498,0.39444443583488464,2.324942922592163,0.2617924684371193
4,0.000723606797749979,finetune,0.4479768786127168,2.1138475260982625,0.4583333432674408,2.1042812877231176,0.3265377342922128
5,0.000682842712474619,finetune,0.49884393063583815,1.9320248143521348,0.4611110985279083,1.9384466462665133,0.3466824282401782
6,0.0006351141009169893,finetune,0.523121387283237,1.7739766046490972,0.5083333253860474,1.8480137242211236,0.43054044749936576
7,0.0005815961998958187,finetune,0.5635838150289018,1.63710301322055,0.519444465637207,1.7219622082180448,0.4369084995515201
8,0.0005236067977499791,finetune,0.5797687861271676,1.539120372871443,0.5388888716697693,1.6248235384623209,0.4743222426030634
9,0.00046257378601609247,finetune,0.6028901734104046,1.4320228328594582,0.5416666865348816,1.551910071902805,0.48277256342660935
10,0.0004000000000000001,finetune,0.6179190751445087,1.3912063074938823,0.550000011920929,1.5143592490090265,0.490834302175577
11,0.00033742621398390784,finetune,0.6265895953757226,1.3246345051451225,0.5861111283302307,1.429269666141934,0.5422831305697654
12,0.00027639320225002114,finetune,0.6393063583815028,1.2672841190602737,0.5722222328186035,1.4579451190100776,0.5228693044177368
13,0.00021840380010418136,finetune,0.6445086705202312,1.2550278167504108,0.5777778029441833,1.4025900072521633,0.5233289040841026
14,0.00016488589908301085,finetune,0.6664739884393064,1.2070415055820707,0.5972222089767456,1.3991054667366876,0.5513774780530667
15,0.00011715728752538104,finetune,0.6624277456647398,1.1868823183754276,0.5916666388511658,1.3928619490729437,0.5447143505368778
16,7.639320225002108e-05,finetune,0.6641618497109827,1.1567628050126093,0.5916666388511658,1.367363813188341,0.551477680804133
17,4.359739032465289e-05,finetune,0.669364161849711,1.1393516129841006,0.6000000238418579,1.3512347406811185,0.5534404289432427
18,1.957739348193859e-05,finetune,0.676878612716763,1.1249169440627786,0.5861111283302307,1.3647899468739828,0.5429475352425618
19,4.924663761944937e-06,finetune,0.6722543352601156,1.1408561370276302,0.5916666388511658,1.3624752283096313,0.5434769638171143
20,0.0,finetune,0.6664739884393064,1.15215056617825,0.574999988079071,1.3771654499901667,0.5220909359359535
